ID,HUNT_YEAR,MU,GBPU_ID,GBPU_NAME,KILL_CODE,SEX,AGE_CLASS,SPATIAL
432,1978,750,1,Rocky,Hunter Kill,F,5-9,yes
433,1978,721,6,Hart,Hunter Kill,F,3-4,yes
434,1978,621,83,Edziza-Lower Stikine,Hunter Kill,M,0-2,yes
435,1979,703,10,Robson,Hunter Kill,M,5-9,yes
436,1979,717,7,Parsnip,Hunter Kill,F,0-2,yes
437,1979,616,62,Stewart,Hunter Kill,M,5-9,yes
438,1979,609,65,Bulkley-Lakes,Hunter Kill,F,15+,yes
439,1979,716,64,Nation,Hunter Kill,F,5-9,no
440,1981,716,64,Nation,Hunter Kill,M,0-2,yes
441,1981,723,7,Parsnip,Hunter Kill,F,3-4,yes
442,1978,630,63,Cranberry,Hunter Kill,M,3-4,yes
443,1978,618,59,Upper Skeena-Nass,Hunter Kill,M,15+,yes
444,1978,723,7,Parsnip,Hunter Kill,M,10-14,yes
445,1978,716,64,Nation,Hunter Kill,M,3-4,yes
446,1978,618,59,Upper Skeena-Nass,Hunter Kill,M,10-14,no
447,1978,719,6,Hart,Hunter Kill,M,3-4,yes
448,1978,620,56,Spatsizi,Hunter Kill,F,3-4,yes
449,1978,620,56,Spatsizi,Hunter Kill,M,3-4,yes
450,1978,621,83,Edziza-Lower Stikine,Hunter Kill,M,15+,yes
451,1978,737,3,Finlay-Ospika,Hunter Kill,F,15+,yes
452,1978,730,82,Moberly,Hunter Kill,M,0-2,yes
453,1978,741,3,Finlay-Ospika,Hunter Kill,M,15+,yes
454,1978,717,7,Parsnip,Hunter Kill,M,3-4,yes
455,1978,718,7,Parsnip,Hunter Kill,M,3-4,yes
456,1978,718,7,Parsnip,Hunter Kill,F,10-14,yes
457,1978,724,64,Nation,Hunter Kill,F,3-4,yes
458,1978,723,7,Parsnip,Hunter Kill,M,NA,yes
459,1978,718,7,Parsnip,Hunter Kill,F,5-9,yes
460,1978,726,64,Nation,Hunter Kill,M,3-4,yes
461,1978,723,7,Parsnip,Hunter Kill,F,3-4,yes
462,1978,716,64,Nation,Hunter Kill,F,5-9,yes
463,1979,727,5,Omineca,Hunter Kill,M,3-4,no
464,1979,717,7,Parsnip,Hunter Kill,F,5-9,yes
465,1979,717,7,Parsnip,Hunter Kill,F,3-4,yes
466,1978,722,6,Hart,Hunter Kill,M,15+,yes
467,1979,718,7,Parsnip,Hunter Kill,F,5-9,yes
468,1979,718,7,Parsnip,Hunter Kill,M,3-4,yes
469,1979,718,7,Parsnip,Hunter Kill,M,10-14,yes
470,1979,718,7,Parsnip,Hunter Kill,F,10-14,yes
471,1979,718,7,Parsnip,Hunter Kill,M,10-14,yes
472,1981,624,73,Cassiar,Hunter Kill,M,10-14,yes
473,1977,739,3,Finlay-Ospika,Hunter Kill,M,NA,yes
474,1978,737,3,Finlay-Ospika,Hunter Kill,M,10-14,no
475,1978,731,82,Moberly,Hunter Kill,M,NA,no
476,1978,721,6,Hart,Hunter Kill,F,3-4,no
477,1978,746,51,Taiga,Hunter Kill,M,15+,yes
478,1981,723,7,Parsnip,Hunter Kill,M,NA,yes
479,1981,705,10,Robson,Hunter Kill,F,5-9,yes
480,1981,717,7,Parsnip,Hunter Kill,F,3-4,yes
481,1981,718,7,Parsnip,Hunter Kill,M,3-4,yes
482,1981,715,68,Nulki,Hunter Kill,F,5-9,yes
483,1981,723,7,Parsnip,Hunter Kill,M,NA,yes
484,1981,729,5,Omineca,Hunter Kill,M,15+,yes
485,1980,724,64,Nation,Hunter Kill,F,NA,yes
486,1978,440,17,Central Rockies,Hunter Kill,M,NA,no
487,1978,823,42,Central Monashee or Kettle-Granby,Hunter Kill,M,NA,no
488,1978,823,38,Central Monashee or Kettle-Granby,Hunter Kill,M,NA,no
489,1978,824,38,Central Monashee,Hunter Kill,M,NA,no
490,1977,704,10,Robson,Hunter Kill,M,3-4,no
491,1978,823,38,Central Monashee,Hunter Kill,M,3-4,yes
492,1978,438,18,North Selkirk,Hunter Kill,F,15+,yes
493,1978,823,38,Central Monashee,Hunter Kill,M,3-4,yes
494,1978,433,26,North Purcells,Hunter Kill,M,10-14,yes
495,1978,438,18,North Selkirk,Hunter Kill,F,5-9,yes
496,1978,440,17,Central Rockies,Hunter Kill,M,15+,yes
497,1978,824,38,Central Monashee,Hunter Kill,M,3-4,yes
498,1979,508,20,Kwatna-Owikeno,Hunter Kill,F,3-4,yes
499,1984,716,64,Nation,Illegal,M,3-4,yes
500,1986,114,27,Kingcome-Wakeman,Hunter Kill,M,NA,yes
501,1979,115,32,Knight-Bute,Hunter Kill,M,15+,yes
502,1979,824,38,Central Monashee,Hunter Kill,M,15+,yes
503,1979,824,38,Central Monashee,Hunter Kill,M,5-9,yes
504,1979,629,84,Tatshenshini,Hunter Kill,F,NA,yes
505,1983,333,36,South Chilcotin Ranges,Illegal,M,NA,yes
506,1978,619,56,Spatsizi,Hunter Kill,F,10-14,yes
507,1978,752,55,Muskwa,Hunter Kill,M,NA,no
508,1993,725,64,Nation,Hunter Kill,M,15+,yes
509,1978,424,29,South Rockies,Hunter Kill,M,10-14,yes
510,1978,422,29,South Rockies,Hunter Kill,F,NA,yes
511,1978,402,35,Flathead,Hunter Kill,M,5-9,yes
512,1978,402,35,Flathead,Hunter Kill,M,3-4,yes
513,1978,421,29,South Rockies,Hunter Kill,F,5-9,yes
514,1978,405,31,Central Purcells,Hunter Kill,M,0-2,yes
515,1978,422,29,South Rockies,Hunter Kill,F,3-4,yes
516,1978,401,35,Flathead,Hunter Kill,M,3-4,yes
517,1978,401,35,Flathead,Hunter Kill,M,5-9,yes
518,1978,422,29,South Rockies,Hunter Kill,M,3-4,yes
519,1978,425,23,Rockies Park Ranges,Hunter Kill,M,10-14,yes
520,1978,425,23,Rockies Park Ranges,Hunter Kill,M,15+,yes
521,1980,423,29,South Rockies,Hunter Kill,M,3-4,yes
522,1979,402,35,Flathead,Hunter Kill,M,15+,yes
523,1979,423,29,South Rockies,Hunter Kill,M,NA,yes
524,1979,423,29,South Rockies,Hunter Kill,M,5-9,yes
525,1979,423,29,South Rockies,Hunter Kill,M,3-4,yes
526,1979,423,29,South Rockies,Hunter Kill,F,NA,yes
527,1979,401,35,Flathead,Hunter Kill,F,5-9,yes
528,1979,623,73,Cassiar,Hunter Kill,M,10-14,no
529,1979,622,54,Taku,Hunter Kill,M,5-9,no
530,1979,620,56,Spatsizi,Hunter Kill,M,3-4,yes
531,1979,752,55,Muskwa,Hunter Kill,F,3-4,no
532,1984,621,83,Edziza-Lower Stikine,Hunter Kill,M,15+,no
533,1984,619,56,Spatsizi,Hunter Kill,M,3-4,yes
534,1978,741,3,Finlay-Ospika,Hunter Kill,F,10-14,yes
535,1978,741,3,Finlay-Ospika,Hunter Kill,M,0-2,yes
536,1978,619,56,Spatsizi,Hunter Kill,M,NA,yes
537,1978,619,56,Spatsizi,Hunter Kill,F,3-4,yes
538,1978,751,55,Muskwa,Hunter Kill,M,3-4,yes
539,1978,751,55,Muskwa,Hunter Kill,M,10-14,yes
540,1978,752,55,Muskwa,Hunter Kill,M,5-9,yes
541,1978,752,55,Muskwa,Hunter Kill,M,3-4,yes
542,1978,752,55,Muskwa,Hunter Kill,M,3-4,yes
543,1978,752,55,Muskwa,Hunter Kill,F,10-14,yes
544,1978,741,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
545,1978,740,3,Finlay-Ospika,Hunter Kill,M,15+,yes
546,1978,625,73,Cassiar,Hunter Kill,M,5-9,yes
547,1978,625,73,Cassiar,Hunter Kill,M,5-9,yes
548,1978,751,55,Muskwa,Hunter Kill,F,3-4,yes
549,1978,752,55,Muskwa,Hunter Kill,M,5-9,yes
550,1977,743,1,Rocky,Hunter Kill,F,10-14,no
551,1977,751,55,Muskwa,Hunter Kill,F,NA,yes
552,1977,754,52,Hyland,Hunter Kill,M,0-2,yes
553,1977,750,1,Rocky,Hunter Kill,F,NA,yes
554,1977,739,3,Finlay-Ospika,Hunter Kill,M,10-14,no
555,1977,623,73,Cassiar,Hunter Kill,U,5-9,yes
556,1977,621,83,Edziza-Lower Stikine,Hunter Kill,F,10-14,no
557,1977,812,NA,Fix,Animal Control,M,NA,no
558,1977,609,65,Bulkley-Lakes,Hunter Kill,M,NA,no
559,1977,617,59,Upper Skeena-Nass,Hunter Kill,F,10-14,no
560,1977,627,84,Tatshenshini,Hunter Kill,M,3-4,no
561,1977,626,54,Taku,Hunter Kill,M,15+,no
562,1977,616,62,Stewart,Hunter Kill,M,0-2,no
563,1977,621,83,Edziza-Lower Stikine,Hunter Kill,F,15+,no
564,1977,721,6,Hart,Hunter Kill,M,10-14,yes
565,1977,748,2,Alta,Hunter Kill,M,5-9,no
566,1977,719,6,Hart,Hunter Kill,F,5-9,yes
567,1977,757,1,Rocky,Hunter Kill,M,3-4,yes
568,1977,757,1,Rocky,Hunter Kill,M,3-4,yes
569,1977,722,6,Hart,Hunter Kill,M,3-4,no
570,1977,751,55,Muskwa,Hunter Kill,M,5-9,yes
571,1977,739,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
572,1977,704,10,Robson,Hunter Kill,F,10-14,no
573,1977,715,68,Nulki,Hunter Kill,F,5-9,no
574,1977,722,6,Hart,Hunter Kill,F,5-9,no
575,1976,728,5,Omineca,Hunter Kill,F,15+,no
576,1977,742,1,Rocky,Hunter Kill,M,NA,yes
577,1977,620,56,Spatsizi,Hunter Kill,F,15+,no
578,1977,428,26,North Purcells,Hunter Kill,M,15+,no
579,1977,115,32,Knight-Bute,Hunter Kill,F,15+,no
580,1977,402,35,Flathead,Hunter Kill,M,NA,no
581,1977,507,20,Kwatna-Owikeno,Hunter Kill,M,NA,no
582,1977,622,54,Taku,Hunter Kill,M,5-9,no
583,1977,504,36,South Chilcotin Ranges,Hunter Kill,M,NA,no
584,1977,438,18,North Selkirk,Hunter Kill,M,3-4,no
585,1977,416,41,Valhalla,Hunter Kill,M,NA,no
586,1977,438,18,North Selkirk,Hunter Kill,F,NA,no
587,1977,438,18,North Selkirk,Hunter Kill,M,NA,no
588,1977,427,26,North Purcells,Hunter Kill,M,5-9,no
589,1977,427,26,North Purcells,Hunter Kill,M,5-9,no
590,1977,427,26,North Purcells,Hunter Kill,M,3-4,no
591,1977,429,26,North Purcells,Hunter Kill,F,3-4,no
592,1977,440,17,Central Rockies,Hunter Kill,F,10-14,no
593,1977,434,24,Spillamacheen,Hunter Kill,M,5-9,no
594,1977,823,42,Central Monashee or Kettle-Granby,Hunter Kill,M,5-9,no
595,1977,823,38,Central Monashee or Kettle-Granby,Hunter Kill,M,5-9,no
596,1977,417,74,Central Selkirk,Hunter Kill,F,15+,no
597,1977,702,10,Robson,Hunter Kill,F,10-14,no
598,1977,436,17,Central Rockies,Hunter Kill,F,10-14,no
599,1977,402,35,Flathead,Hunter Kill,M,NA,no
600,1977,422,29,South Rockies,Hunter Kill,M,3-4,no
601,1977,423,29,South Rockies or Flathead,Hunter Kill,M,10-14,no
602,1977,422,29,South Rockies,Hunter Kill,F,3-4,no
603,1977,436,17,Central Rockies,Hunter Kill,M,NA,no
604,1977,422,29,South Rockies,Hunter Kill,F,5-9,no
605,1977,436,17,Central Rockies,Hunter Kill,M,5-9,no
606,1977,436,17,Central Rockies,Hunter Kill,M,10-14,no
607,1977,420,31,Central Purcells,Hunter Kill,M,3-4,no
608,1977,422,29,South Rockies,Hunter Kill,M,3-4,no
609,1977,422,29,South Rockies,Hunter Kill,M,3-4,no
610,1977,422,29,South Rockies,Hunter Kill,M,5-9,no
611,1977,425,23,Rockies Park Ranges,Hunter Kill,M,5-9,no
612,1977,422,29,South Rockies,Hunter Kill,M,NA,no
613,1977,422,29,South Rockies,Hunter Kill,F,5-9,no
614,1977,426,31,Central Purcells,Hunter Kill,F,5-9,no
615,1977,402,35,Flathead,Hunter Kill,F,NA,no
616,1977,402,35,Flathead,Hunter Kill,M,NA,no
617,1977,401,35,Flathead,Hunter Kill,M,NA,no
618,1977,401,35,Flathead,Hunter Kill,F,15+,no
619,1977,402,35,Flathead,Hunter Kill,M,3-4,no
620,1977,402,35,Flathead,Hunter Kill,M,5-9,no
621,1977,439,14,Columbia-Shuswap,Hunter Kill,M,3-4,no
622,1977,433,26,North Purcells,Hunter Kill,F,3-4,no
623,1977,433,26,North Purcells,Hunter Kill,M,3-4,no
624,1977,422,29,South Rockies,Hunter Kill,F,10-14,no
625,1977,423,29,South Rockies or Flathead,Hunter Kill,F,3-4,no
626,1977,423,29,South Rockies or Flathead,Hunter Kill,M,NA,no
627,1977,423,29,South Rockies or Flathead,Hunter Kill,M,5-9,no
628,1977,401,35,Flathead,Hunter Kill,F,NA,no
629,1977,402,35,Flathead,Hunter Kill,F,NA,no
630,1977,423,29,South Rockies or Flathead,Hunter Kill,F,5-9,no
631,1977,401,35,Flathead,Hunter Kill,F,3-4,no
632,1977,401,35,Flathead,Hunter Kill,M,NA,no
633,1977,424,29,South Rockies,Hunter Kill,M,3-4,no
634,1977,422,29,South Rockies,Hunter Kill,F,NA,no
635,1977,406,31,Central Purcells,Hunter Kill,F,NA,no
636,1977,420,31,Central Purcells,Hunter Kill,F,NA,no
637,1977,434,24,Spillamacheen,Hunter Kill,F,NA,no
638,1977,434,24,Spillamacheen,Hunter Kill,M,5-9,no
639,1977,425,23,Rockies Park Ranges,Hunter Kill,F,0-2,no
640,1977,439,14,Columbia-Shuswap,Hunter Kill,M,NA,no
641,1977,439,14,Columbia-Shuswap,Hunter Kill,M,5-9,no
642,1977,439,14,Columbia-Shuswap,Hunter Kill,F,NA,no
643,1977,429,26,North Purcells,Hunter Kill,F,NA,no
644,1977,437,18,North Selkirk,Hunter Kill,F,NA,no
645,1977,416,41,Valhalla,Hunter Kill,F,10-14,no
646,1977,405,31,Central Purcells,Hunter Kill,M,NA,no
647,1977,406,31,Central Purcells,Hunter Kill,M,NA,no
648,1977,425,23,Rockies Park Ranges,Hunter Kill,M,5-9,no
649,1977,425,23,Rockies Park Ranges,Hunter Kill,M,10-14,no
650,1977,422,29,South Rockies,Hunter Kill,M,3-4,no
651,1977,405,31,Central Purcells,Hunter Kill,M,NA,no
652,1977,402,35,Flathead,Hunter Kill,M,15+,no
653,1977,402,35,Flathead,Hunter Kill,M,0-2,no
654,1977,440,17,Central Rockies,Hunter Kill,M,5-9,no
655,1977,507,20,Kwatna-Owikeno,Hunter Kill,M,3-4,no
656,1977,509,69,Kitlope-Fiordland or Tweedsmuir,Hunter Kill,M,15+,no
657,1977,515,12,Quesnel Lake North or Wells Gray,Hunter Kill,M,5-9,no
658,1977,515,16,Quesnel Lake North or Wells Gray,Hunter Kill,F,3-4,no
659,1977,515,12,Quesnel Lake North or Wells Gray,Hunter Kill,F,10-14,no
660,1977,515,12,Quesnel Lake North or Wells Gray,Hunter Kill,F,3-4,no
661,1977,515,12,Quesnel Lake North or Wells Gray,Hunter Kill,M,3-4,no
662,1977,512,11,Blackwater-West Chilcotin,Hunter Kill,M,3-4,no
663,1977,739,3,Finlay-Ospika,Hunter Kill,M,10-14,no
664,1977,609,65,Bulkley-Lakes,Pick Up (pre-2004)*,F,NA,no
665,1977,616,62,Stewart,Hunter Kill,M,15+,no
666,1977,609,65,Bulkley-Lakes,Hunter Kill,M,NA,no
667,1977,607,61,Babine,Hunter Kill,M,10-14,no
668,1977,607,61,Babine,Hunter Kill,M,15+,no
669,1977,609,65,Bulkley-Lakes,Pick Up (pre-2004)*,U,NA,no
670,1977,618,59,Upper Skeena-Nass,Hunter Kill,F,5-9,no
671,1977,616,62,Stewart,Hunter Kill,M,10-14,no
672,1977,601,11,Blackwater-West Chilcotin or Tweedsmuir,Hunter Kill,F,3-4,no
673,1977,604,70,Bulkley-Lakes or Francois,Pick Up (pre-2004)*,M,NA,no
674,1977,629,84,Tatshenshini,Hunter Kill,M,NA,no
675,1977,610,67,North Coast,Hunter Kill,M,5-9,no
676,1977,610,67,North Coast,Hunter Kill,M,5-9,no
677,1977,620,56,Spatsizi,Hunter Kill,M,NA,no
678,1977,616,62,Stewart,Hunter Kill,F,15+,no
679,1977,721,6,Hart,Hunter Kill,M,5-9,no
680,1977,727,5,Omineca,Hunter Kill,M,NA,no
681,1977,717,7,Parsnip,Hunter Kill,M,NA,no
682,1977,717,7,Parsnip,Hunter Kill,M,5-9,no
683,1977,717,7,Parsnip,Hunter Kill,M,15+,no
684,1976,723,7,Parsnip,Hunter Kill,F,NA,no
685,1977,718,7,Parsnip,Hunter Kill,F,NA,no
686,1977,717,7,Parsnip,Hunter Kill,F,15+,no
687,1977,717,7,Parsnip,Hunter Kill,M,10-14,no
688,1977,718,7,Parsnip,Hunter Kill,F,NA,no
689,1977,717,7,Parsnip,Hunter Kill,M,NA,no
690,1977,729,5,Omineca,Hunter Kill,M,15+,no
691,1977,707,10,Robson,Hunter Kill,M,3-4,no
692,1977,716,64,Nation,Hunter Kill,M,NA,no
693,1977,728,5,Omineca,Hunter Kill,F,5-9,no
694,1977,704,10,Robson,Hunter Kill,F,5-9,no
695,1977,703,10,Robson,Hunter Kill,M,NA,no
696,1977,721,6,Hart,Hunter Kill,M,NA,no
697,1977,720,6,Hart,Hunter Kill,M,NA,no
698,1977,742,1,Rocky,Hunter Kill,F,3-4,no
699,1977,742,1,Rocky,Hunter Kill,F,15+,no
700,1977,736,1,Rocky,Hunter Kill,F,0-2,no
701,1977,742,1,Rocky,Hunter Kill,M,0-2,no
702,1977,512,11,Blackwater-West Chilcotin,Hunter Kill,M,3-4,no
703,1977,505,21,Klinaklini-Homathko,Hunter Kill,M,5-9,no
704,1977,505,21,Klinaklini-Homathko,Hunter Kill,M,5-9,no
705,1977,428,26,North Purcells,Hunter Kill,M,5-9,no
706,1977,515,12,Quesnel Lake North or Wells Gray,Hunter Kill,M,10-14,no
707,1977,739,3,Finlay-Ospika,Hunter Kill,M,10-14,no
708,1978,629,84,Tatshenshini,Hunter Kill,F,5-9,no
709,1978,614,62,Stewart or Khutzeymateen,Hunter Kill,M,15+,no
710,1978,614,62,Stewart or Khutzeymateen,Hunter Kill,M,5-9,no
711,1978,616,62,Stewart,Hunter Kill,M,10-14,no
712,1978,721,6,Hart,Hunter Kill,M,5-9,no
713,1979,721,6,Hart,Hunter Kill,M,5-9,no
714,1979,439,14,Columbia-Shuswap,Hunter Kill,M,5-9,yes
715,1979,438,18,North Selkirk,Hunter Kill,F,3-4,yes
716,1979,434,24,Spillamacheen,Hunter Kill,F,3-4,yes
717,1979,702,10,Robson,Hunter Kill,F,15+,yes
718,1980,815,42,Kettle-Granby,Hunter Kill,M,NA,yes
719,1980,815,42,Kettle-Granby,Hunter Kill,F,15+,yes
720,1981,815,42,Kettle-Granby,Hunter Kill,M,3-4,yes
721,1982,815,42,Kettle-Granby,Hunter Kill,M,3-4,yes
722,1979,751,55,Muskwa,Hunter Kill,M,5-9,yes
723,1979,749,1,Rocky,Hunter Kill,M,NA,yes
724,1979,751,55,Muskwa,Hunter Kill,F,10-14,yes
725,1979,753,52,Hyland,Hunter Kill,M,15+,yes
726,1979,753,52,Hyland,Hunter Kill,M,10-14,yes
727,1979,752,55,Muskwa,Hunter Kill,F,10-14,yes
728,1979,752,55,Muskwa,Hunter Kill,M,5-9,yes
729,1979,751,55,Muskwa,Hunter Kill,M,0-2,yes
730,1979,751,55,Muskwa,Hunter Kill,F,10-14,yes
731,1979,751,55,Muskwa,Hunter Kill,M,0-2,yes
732,1979,754,52,Hyland,Hunter Kill,M,5-9,yes
733,1979,754,52,Hyland,Hunter Kill,M,5-9,yes
734,1979,748,2,Alta,Hunter Kill,M,5-9,yes
735,1979,751,55,Muskwa,Hunter Kill,M,0-2,yes
736,1979,750,1,Rocky,Animal Control,M,3-4,yes
737,1979,751,55,Muskwa,Hunter Kill,M,5-9,yes
738,1979,754,52,Hyland,Hunter Kill,M,NA,yes
739,1979,751,55,Muskwa,Hunter Kill,F,NA,yes
740,1979,754,52,Hyland,Hunter Kill,F,15+,yes
741,1979,623,73,Cassiar,Hunter Kill,M,3-4,yes
742,1979,750,1,Rocky,Hunter Kill,M,0-2,yes
743,1978,749,1,Rocky,Hunter Kill,F,15+,yes
744,1978,749,1,Rocky,Hunter Kill,M,NA,yes
745,1978,754,52,Hyland,Hunter Kill,M,5-9,yes
746,1978,751,55,Muskwa,Hunter Kill,F,10-14,yes
747,1978,753,52,Hyland,Hunter Kill,M,10-14,yes
748,1978,743,1,Rocky,Hunter Kill,M,0-2,yes
749,1978,743,1,Rocky,Hunter Kill,M,NA,yes
750,1978,749,1,Rocky,Hunter Kill,M,5-9,yes
751,1978,737,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
752,1978,750,1,Rocky,Hunter Kill,F,5-9,no
753,1978,731,82,Moberly,Hunter Kill,F,5-9,yes
754,1978,757,1,Rocky,Hunter Kill,M,10-14,yes
755,1978,736,1,Rocky,Hunter Kill,M,10-14,yes
756,1978,743,1,Rocky,Hunter Kill,F,10-14,no
757,1978,743,1,Rocky,Hunter Kill,F,3-4,no
758,1978,742,1,Rocky,Hunter Kill,M,10-14,no
759,1978,750,1,Rocky,Hunter Kill,M,3-4,no
760,1978,750,1,Rocky,Hunter Kill,M,10-14,yes
761,1978,750,1,Rocky,Hunter Kill,M,15+,yes
762,1978,750,1,Rocky,Hunter Kill,M,3-4,yes
763,1978,742,1,Rocky,Hunter Kill,M,0-2,no
764,1978,742,1,Rocky,Hunter Kill,F,0-2,no
765,1979,620,56,Spatsizi,Hunter Kill,M,10-14,yes
766,1978,747,51,Taiga,Hunter Kill,F,5-9,yes
767,1978,742,1,Rocky,Hunter Kill,M,5-9,no
768,1978,721,6,Hart,Hunter Kill,F,10-14,yes
769,1978,742,1,Rocky,Hunter Kill,F,15+,no
770,1978,743,1,Rocky,Hunter Kill,F,10-14,yes
771,1978,731,82,Moberly,Hunter Kill,M,5-9,yes
772,1978,721,6,Hart,Hunter Kill,M,15+,no
773,1978,743,1,Rocky,Hunter Kill,F,3-4,yes
774,1978,731,82,Moberly,Hunter Kill,M,3-4,yes
775,1978,738,5,Omineca,Hunter Kill,M,5-9,yes
776,1979,725,64,Nation,Hunter Kill,M,5-9,yes
777,1979,725,64,Nation,Hunter Kill,M,NA,yes
778,1980,601,11,Blackwater-West Chilcotin,Animal Control,F,3-4,yes
779,1980,712,68,Nulki,Hunter Kill,M,3-4,yes
780,1980,609,65,Bulkley-Lakes,Hunter Kill,F,5-9,yes
781,1980,713,68,Nulki,Animal Control,M,NA,yes
782,1980,727,5,Omineca,Hunter Kill,F,NA,yes
783,1980,713,68,Nulki,Animal Control,M,3-4,yes
784,1979,727,5,Omineca,Hunter Kill,U,0-2,yes
785,1979,712,68,Nulki,Hunter Kill,M,0-2,yes
786,1979,601,11,Blackwater-West Chilcotin,Hunter Kill,M,0-2,yes
787,1979,722,6,Hart,Hunter Kill,M,3-4,yes
788,1979,738,5,Omineca,Hunter Kill,M,15+,yes
789,1979,728,5,Omineca,Hunter Kill,M,5-9,yes
790,1979,604,70,Francois,Hunter Kill,M,3-4,yes
791,1980,714,64,Nation,Hunter Kill,M,0-2,yes
792,1980,714,64,Nation,Hunter Kill,M,NA,yes
793,1980,606,70,Francois,Hunter Kill,M,15+,yes
794,1980,601,11,Blackwater-West Chilcotin,Hunter Kill,F,15+,yes
795,1980,725,64,Nation,Illegal,M,10-14,yes
796,1981,604,70,Francois,Hunter Kill,M,10-14,yes
797,1981,738,5,Omineca,Hunter Kill,M,5-9,yes
798,1981,738,5,Omineca,Hunter Kill,F,0-2,yes
799,1981,738,5,Omineca,Animal Control,U,15+,yes
800,1981,704,10,Robson,Hunter Kill,M,3-4,yes
801,1981,703,10,Robson,Hunter Kill,F,3-4,yes
802,1981,344,16,Wells Gray,Hunter Kill,F,5-9,yes
803,1981,703,10,Robson,Hunter Kill,F,3-4,yes
804,1981,701,10,Robson,Animal Control,M,5-9,yes
805,1981,717,7,Parsnip,Hunter Kill,F,5-9,yes
806,1978,703,10,Robson,Hunter Kill,M,5-9,yes
807,1978,702,10,Robson,Hunter Kill,M,10-14,yes
808,1978,702,10,Robson,Hunter Kill,M,0-2,yes
809,1979,704,10,Robson,Hunter Kill,M,5-9,yes
810,1979,703,10,Robson,Hunter Kill,F,10-14,yes
811,1981,703,10,Robson,Hunter Kill,F,0-2,no
812,1981,717,7,Parsnip,Pick Up (pre-2004)*,F,5-9,yes
813,1981,717,7,Parsnip,Pick Up (pre-2004)*,U,0-2,yes
814,1981,717,7,Parsnip,Pick Up (pre-2004)*,U,0-2,yes
815,1981,717,7,Parsnip,Pick Up (pre-2004)*,U,0-2,yes
816,1982,703,10,Robson,Hunter Kill,M,10-14,yes
817,1982,703,10,Robson,Hunter Kill,M,3-4,yes
818,1982,703,10,Robson,Hunter Kill,M,3-4,yes
819,1982,703,10,Robson,Hunter Kill,F,10-14,yes
820,1982,703,10,Robson,Hunter Kill,M,3-4,yes
821,1982,705,10,Robson,Hunter Kill,M,3-4,yes
822,1982,704,10,Robson,Hunter Kill,F,5-9,yes
823,1982,704,10,Robson,Hunter Kill,F,3-4,yes
824,1982,702,10,Robson,Hunter Kill,F,3-4,yes
825,1982,702,10,Robson,Hunter Kill,F,15+,yes
826,1982,705,10,Robson,Hunter Kill,F,5-9,yes
827,1982,705,10,Robson,Hunter Kill,F,15+,yes
828,1982,718,7,Parsnip,Hunter Kill,F,5-9,yes
829,1982,703,10,Robson,Hunter Kill,F,3-4,yes
830,1982,703,10,Robson,Hunter Kill,M,0-2,yes
831,1982,705,10,Robson,Hunter Kill,F,0-2,yes
832,1982,705,10,Robson,Hunter Kill,M,0-2,yes
833,1982,702,10,Robson,Illegal,F,10-14,yes
834,1979,737,3,Finlay-Ospika,Hunter Kill,M,15+,yes
835,1979,729,5,Omineca,Hunter Kill,M,5-9,yes
836,1979,729,5,Omineca,Hunter Kill,M,0-2,yes
837,1979,729,5,Omineca,Hunter Kill,M,5-9,yes
838,1979,730,82,Moberly,Hunter Kill,M,3-4,yes
839,1980,747,51,Taiga,Animal Control,U,NA,yes
840,1980,729,5,Omineca,Animal Control,M,15+,yes
841,1980,722,6,Hart,Hunter Kill,F,5-9,yes
842,1980,728,5,Omineca,Animal Control,M,NA,yes
843,1980,729,5,Omineca,Hunter Kill,M,5-9,yes
844,1981,723,7,Parsnip,Hunter Kill,F,10-14,yes
845,1981,730,82,Moberly,Hunter Kill,F,5-9,yes
846,1981,730,82,Moberly,Hunter Kill,F,5-9,yes
847,1982,738,5,Omineca,Hunter Kill,F,NA,yes
848,1983,730,82,Moberly,Pick Up (pre-2004)*,F,5-9,yes
849,1983,730,82,Moberly,Hunter Kill,M,3-4,yes
850,1983,730,82,Moberly,Animal Control,M,0-2,yes
851,1981,723,7,Parsnip,Hunter Kill,M,NA,yes
852,1981,621,83,Edziza-Lower Stikine,Hunter Kill,M,0-2,yes
853,1981,742,1,Rocky,Hunter Kill,M,0-2,yes
854,1981,720,6,Hart,Hunter Kill,M,5-9,yes
855,1981,742,1,Rocky,Hunter Kill,F,5-9,no
856,1981,739,3,Finlay-Ospika,Hunter Kill,F,10-14,yes
857,1981,703,10,Robson,Hunter Kill,F,0-2,yes
858,1981,716,64,Nation,Hunter Kill,F,0-2,yes
859,1979,716,64,Nation,Hunter Kill,F,5-9,yes
860,1979,717,7,Parsnip,Hunter Kill,M,10-14,yes
861,1979,717,7,Parsnip,Hunter Kill,M,3-4,yes
862,1979,717,7,Parsnip,Hunter Kill,M,3-4,yes
863,1979,609,65,Bulkley-Lakes,Hunter Kill,U,15+,no
864,1980,715,68,Nulki,Hunter Kill,M,5-9,yes
865,1980,723,7,Parsnip,Hunter Kill,M,3-4,yes
866,1980,717,7,Parsnip,Hunter Kill,M,3-4,yes
867,1980,716,64,Nation,Hunter Kill,M,5-9,yes
